Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
509984,20671,BLUE TEATIME PRINT BOWL ,8,2010-05-26 14:38:00,1.25,16458.0,United Kingdom
522621,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,2010-09-15 15:16:00,3.25,16477.0,United Kingdom
519473,20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1,2010-08-17 12:03:00,25.49,,United Kingdom
507424,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,1,2010-05-09 15:22:00,1.45,12748.0,United Kingdom
522720,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-09-16 12:20:00,3.75,16912.0,United Kingdom
532139,84926D,LA PALMIERA TILE COASTER,1,2010-11-11 11:18:00,2.51,,United Kingdom
527512,21314,SMALL GLASS HEART TRINKET POT,4,2010-10-18 12:54:00,2.1,14130.0,United Kingdom
518663,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,2010-08-10 14:27:00,1.65,14044.0,United Kingdom
500472,84578,ELEPHANT TOY WITH BLUE T-SHIRT,2,2010-03-08 12:44:00,4.21,,United Kingdom
528588,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2010-10-22 14:04:00,2.95,14080.0,United Kingdom
503790,90209B,GREEN ENAMEL+GLASS HAIR COMB,6,2010-04-07 12:45:00,2.1,13174.0,United Kingdom
517546,72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,1,2010-07-29 17:03:00,2.55,,United Kingdom
529178,84991,60 TEATIME FAIRY CAKE CASES,24,2010-10-26 18:23:00,0.55,16639.0,United Kingdom
519619,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2010-08-19 09:22:00,8.47,,United Kingdom
529342,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-10-27 16:41:00,0.85,18060.0,United Kingdom
530437,22763,KEY CABINET MA CAMPAGNE,1,2010-11-03 11:13:00,9.95,15915.0,United Kingdom
512168,22650,CERAMIC PIRATE CHEST MONEY BANK,1,2010-06-14 11:24:00,3.36,,United Kingdom
508854,84637,KITCHEN FLOWER POTS WALL PLAQUE,1,2010-05-18 15:13:00,12.72,,United Kingdom
520833,22494,EMERGENCY FIRST AID TIN ,1,2010-08-31 12:41:00,2.51,,United Kingdom
524972,22356,CHARLOTTE BAG PINK POLKADOT,10,2010-10-01 14:57:00,0.85,13849.0,United Kingdom
537240,22960,JAM MAKING SET WITH JARS,2,2010-12-06 10:08:00,8.47,,United Kingdom
514529,22037,ROBOT BIRTHDAY CARD,12,2010-07-05 09:58:00,0.42,12681.0,France
501320,22423,REGENCY CAKESTAND 3 TIER,8,2010-03-16 09:49:00,12.75,15123.0,United Kingdom
490504,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2009-12-06 14:03:00,2.95,15311.0,United Kingdom
489875,21035,SET/2 RED SPOTTY TEA TOWELS ,1,2009-12-02 15:41:00,2.95,17841.0,United Kingdom
536876,22737,RIBBON REEL CHRISTMAS PRESENT ,2,2010-12-03 11:36:00,3.36,,United Kingdom
514984,37477B,"FLOWER FAIRY MUG+COASTER,LAVENDER",1,2010-07-07 13:50:00,3.75,17841.0,United Kingdom
537751,22822,CREAM WALL PLANTER HEART SHAPED,4,2010-12-08 11:04:00,5.95,17706.0,United Kingdom
490397,21844,RETRO SPOT MUG,6,2009-12-06 10:30:00,2.95,12417.0,Belgium
503667,17165D,ASS COL LARGE SAND FROG P'WEIGHT,4,2010-04-06 11:42:00,1.05,15493.0,United Kingdom
523314,21777,RECIPE BOX WITH METAL HEART,1,2010-09-21 13:24:00,7.95,14224.0,United Kingdom
513625,22359,GLASS JAR KINGS CHOICE,1,2010-06-27 13:09:00,2.95,14505.0,United Kingdom
505189,22083,PAPER CHAIN KIT RETRO SPOT,6,2010-04-20 15:32:00,2.95,13485.0,United Kingdom
520041,21253,SET OF PICTURE FRAME  STICKERS,12,2010-08-23 14:12:00,2.95,13081.0,United Kingdom
527925,84051,ASS COLOUR GLOWING TIARAS,20,2010-10-19 13:20:00,0.85,17397.0,United Kingdom
C514031,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-4,2010-06-30 11:37:00,1.45,14156.0,EIRE
489914,21241,GREEN SPOTTY CUP,16,2009-12-03 10:28:00,0.85,12921.0,United Kingdom
505741,21627,ELEPHANT CARNIVAL POUFFE,1,2010-04-25 15:56:00,14.95,16984.0,United Kingdom
537534,22371,AIRLINE BAG VINTAGE TOKYO 78,5,2010-12-07 11:48:00,0.0,,United Kingdom
497209,72129,COLUMBIAN CANDLE ROUND ,1,2010-02-07 12:40:00,0.65,16788.0,United Kingdom
537389,21754,HOME BUILDING BLOCK WORD,1,2010-12-06 13:41:00,5.95,17757.0,United Kingdom
513776,22332,SKULLS PARTY BAG + STICKER SET,144,2010-06-28 14:01:00,1.45,16754.0,United Kingdom
517743,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,2010-08-01 15:51:00,1.25,17984.0,United Kingdom
518896,22649,STRAWBERRY FAIRY CAKE TEAPOT,16,2010-08-12 13:38:00,4.95,14156.0,EIRE
537534,20726,LUNCH BAG WOODLAND,1,2010-12-07 11:48:00,0.0,,United Kingdom
502635,M,Manual,1,2010-03-25 16:22:00,302.31,,United Kingdom
534203,20724,RED RETROSPOT CHARLOTTE BAG,1,2010-11-21 15:28:00,0.85,14583.0,United Kingdom
532738,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-11-14 13:03:00,2.1,13668.0,United Kingdom
507297,22386,JUMBO BAG PINK WITH WHITE SPOTS,10,2010-05-07 14:44:00,1.95,13313.0,United Kingdom
506029,47566,PARTY BUNTING,4,2010-04-27 11:40:00,4.65,16550.0,United Kingdom
509764,48187,DOOR MAT NEW ENGLAND,4,2010-05-25 15:23:00,7.49,15421.0,United Kingdom
523922,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,6,2010-09-24 16:24:00,4.95,13141.0,United Kingdom
512112,84676,BATH DUCK WATERING CAN,1,2010-06-13 14:40:00,2.95,17841.0,United Kingdom
527427,21889,WOODEN BOX OF DOMINOES,4,2010-10-17 16:16:00,1.25,15555.0,United Kingdom
509075,84620,BLUE GINGHAM ROSE CUSHION COVER,5,2010-05-20 11:42:00,5.95,,United Kingdom
537135,85064,CREAM SWEETHEART LETTER RACK,2,2010-12-05 12:35:00,5.45,17059.0,United Kingdom
532667,22809,SET OF 6 T-LIGHTS SANTA,1,2010-11-14 11:41:00,2.95,16121.0,United Kingdom
533336,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-11-16 18:10:00,0.55,12714.0,France
509055,22549,PICTURE DOMINOES,24,2010-05-20 11:19:00,1.45,13983.0,United Kingdom
523612,21213,PACK OF 72 SKULL CAKE CASES,24,2010-09-23 10:44:00,0.55,13001.0,United Kingdom
524368,22718,CARD CAT AND TREE ,1,2010-09-28 17:18:00,0.85,,United Kingdom
502825,22515,CHILDS GARDEN SPADE PINK,3,2010-03-28 11:30:00,2.1,16787.0,United Kingdom
505343,84987,SET OF 36 TEATIME PAPER DOILIES,12,2010-04-21 13:23:00,1.45,16592.0,United Kingdom
497787,37492C,GREEN BLUE FLOWER PIGGY BANK,12,2010-02-12 11:54:00,1.65,15293.0,United Kingdom
535351,22090,PAPER BUNTING RETROSPOT,6,2010-11-25 16:54:00,2.95,15785.0,United Kingdom
504313,84378,SET OF 3 HEART COOKIE CUTTERS,12,2010-04-12 14:39:00,1.25,,EIRE
524201,22044,CHRISTMAS CARD STACK OF PRESENTS,36,2010-09-28 09:42:00,0.42,17863.0,United Kingdom
501161,47570,ENGLISH ROSE TABLE CLOTH,1,2010-03-15 09:28:00,21.23,,United Kingdom
507715,84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,12,2010-05-11 11:47:00,4.95,13881.0,United Kingdom
535948,21258,VICTORIAN SEWING BOX LARGE,1,2010-11-29 12:00:00,25.49,,United Kingdom
489536,20814,SILVER FINCH DECORATION,1,2009-12-01 12:13:00,1.25,16393.0,United Kingdom
498095,22241,GARLAND WOODEN HAPPY EASTER,4,2010-02-16 12:50:00,1.25,16940.0,United Kingdom
521169,21866,UNION JACK FLAG LUGGAGE TAG,2,2010-09-02 15:09:00,3.36,,United Kingdom
505781,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2010-04-26 10:46:00,2.1,15420.0,United Kingdom
532150,84991,60 TEATIME FAIRY CAKE CASES,1,2010-11-11 12:06:00,0.55,16395.0,United Kingdom
511497,15036,ASSORTED COLOURS SILK FAN,36,2010-06-08 14:40:00,0.75,13089.0,United Kingdom
513050,22081,RIBBON REEL FLORA + FAUNA ,2,2010-06-21 13:18:00,1.65,14493.0,United Kingdom
500025,21175,GIN + TONIC DIET METAL SIGN,4,2010-03-04 11:11:00,2.1,15950.0,United Kingdom
C518763,20798,CLEAR MILKSHAKE GLASS,-4,2010-08-11 14:23:00,2.1,14156.0,EIRE
516698,21714,CITRONELLA CANDLE GARDEN POT,5,2010-07-22 12:08:00,2.51,,United Kingdom
523713,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,2010-09-23 15:43:00,0.85,16546.0,United Kingdom
520018,22575,METAL MERRY CHRISTMAS WREATH,8,2010-08-23 11:58:00,1.95,18140.0,West Indies
519386,22041,"RECORD FRAME 7"" SINGLE SIZE ",1,2010-08-16 14:19:00,5.06,,United Kingdom
525524,21723,ALPHABET HEARTS STICKER SHEET,4,2010-10-05 17:55:00,0.85,15750.0,United Kingdom
493181,51020A,SUMMER FUN DESIGN SHOWER CAP,288,2009-12-22 12:01:00,0.29,18251.0,United Kingdom
530850,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1,2010-11-04 14:49:00,21.23,,United Kingdom
506091,21627,ELEPHANT CARNIVAL POUFFE,3,2010-04-27 12:12:00,14.95,15402.0,United Kingdom
530586,22423,REGENCY CAKESTAND 3 TIER,2,2010-11-03 14:46:00,12.75,16178.0,United Kingdom
509100,21094,SET/6 RED SPOTTY PAPER PLATES,4,2010-05-20 11:49:00,0.85,17841.0,United Kingdom
511864,22716,CARD CIRCUS PARADE,12,2010-06-11 10:23:00,0.42,15910.0,United Kingdom
515590,20960,WATERMELON BATH SPONGE,1,2010-07-13 13:17:00,1.25,16469.0,United Kingdom
526914,21446,12 RED ROSE PEG PLACE SETTINGS,5,2010-10-13 16:17:00,1.25,17338.0,United Kingdom
512917,20839,FRENCH PAISLEY CUSHION COVER ,6,2010-06-18 15:57:00,2.95,14962.0,United Kingdom
521987,37475,SET/4 COLOURFUL MIXING BOWLS,1,2010-09-10 10:36:00,9.95,17646.0,United Kingdom
509615,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2010-05-25 09:34:00,1.65,12802.0,Netherlands
510137,22329,ROUND CONTAINER SET OF 5 RETROSPOT,2,2010-05-27 12:21:00,1.65,17068.0,United Kingdom
498047,84991,60 TEATIME FAIRY CAKE CASES,24,2010-02-16 10:45:00,0.55,13381.0,United Kingdom
534003,22585,PACK OF 6 BIRDY GIFT TAGS,1,2010-11-19 14:27:00,1.25,17589.0,United Kingdom
527136,84977,,5,2010-10-15 09:56:00,0.0,,United Kingdom
501440,21035,SET/2 RED SPOTTY TEA TOWELS ,2,2010-03-16 13:28:00,2.95,15311.0,United Kingdom
518218,22382,LUNCH BAG SPACEBOY DESIGN ,10,2010-08-05 12:33:00,1.65,16174.0,United Kingdom
509038,85099B,RED RETROSPOT JUMBO BAG ,20,2010-05-20 09:53:00,1.95,15410.0,United Kingdom
489672,21843,RETRO SPOT CAKE STAND,6,2009-12-02 09:21:00,10.95,14831.0,United Kingdom
518818,21881,CUTE CATS TAPE,1,2010-08-12 10:35:00,1.66,,United Kingdom
536782,22197,SMALL POPCORN HOLDER,12,2010-12-02 15:18:00,0.85,17567.0,United Kingdom
521692,21634,ASSORTED MINI MADRAS NOTEBOOK,24,2010-09-08 08:18:00,1.25,14911.0,EIRE
511450,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2010-06-08 12:36:00,1.45,16048.0,United Kingdom
514876,20749,ASSORTED COLOUR MINI CASES,12,2010-07-07 10:33:00,6.35,17511.0,United Kingdom
502337,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2,2010-03-24 10:45:00,1.25,17377.0,United Kingdom
500730,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2010-03-09 16:02:00,1.95,15078.0,United Kingdom
534506,85174,S/4 CACTI CANDLES,4,2010-11-23 11:41:00,4.95,12849.0,United Kingdom
492098,82482,WOODEN PICTURE FRAME WHITE FINISH,12,2009-12-15 14:05:00,2.55,16749.0,United Kingdom
518519,90161D,ANT COPPER PINK BOUDICCA BRACELET,3,2010-08-09 15:33:00,4.95,17482.0,United Kingdom
502436,22315,200 RED + WHITE BENDY STRAWS,1,2010-03-24 13:08:00,1.25,16002.0,United Kingdom
507275,21756,BATH BUILDING BLOCK WORD,3,2010-05-07 12:56:00,5.95,13890.0,United Kingdom
534854,21907,I'M ON HOLIDAY METAL SIGN,1,2010-11-24 13:49:00,2.1,16065.0,United Kingdom
523821,22739,"RIBBON REEL, XMAS SOCK/BAUBLE",10,2010-09-24 11:55:00,1.65,15658.0,United Kingdom
514836,22355,CHARLOTTE BAG SUKI DESIGN,10,2010-07-06 14:38:00,0.85,14186.0,United Kingdom
509303,37491A,,11,2010-05-21 12:01:00,0.0,,United Kingdom
523149,85214,TUB 24 PINK FLOWER PEGS,1,2010-09-20 14:49:00,1.65,17585.0,United Kingdom
525030,20716,PARTY FOOD SHOPPER BAG,2,2010-10-03 12:18:00,1.25,15351.0,United Kingdom
499502,20731,POSY CANDY BAG,2,2010-02-28 15:01:00,1.25,14044.0,United Kingdom
519262,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2010-08-16 08:49:00,2.95,16186.0,United Kingdom
494471,22308,TEA COSY BLUE STRIPE,2,2010-01-14 14:48:00,2.55,13680.0,United Kingdom
530071,22580,ADVENT CALENDAR GINGHAM SACK,2,2010-11-01 12:08:00,5.95,15039.0,United Kingdom
496220,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-01-29 13:52:00,2.95,15421.0,United Kingdom
531816,16237,SLEEPING CAT ERASERS,120,2010-11-09 16:53:00,0.21,15027.0,United Kingdom
503185,17084N,FAIRY DREAMS INCENSE ,2,2010-03-30 14:29:00,0.43,,United Kingdom
517710,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,2,2010-08-01 11:15:00,3.75,15039.0,United Kingdom
528329,22469,HEART OF WICKER SMALL,2,2010-10-21 13:23:00,1.65,13891.0,United Kingdom
537141,22747,POPPY'S PLAYHOUSE BATHROOM,2,2010-12-05 12:57:00,2.1,15570.0,United Kingdom
C508406,22109,FULL ENGLISH BREAKFAST PLATE,-4,2010-05-14 15:50:00,3.75,13417.0,United Kingdom
520679,21755,LOVE BUILDING BLOCK WORD,6,2010-08-27 15:12:00,5.95,16539.0,United Kingdom
533102,22113,GREY HEART HOT WATER BOTTLE,1,2010-11-16 11:35:00,3.75,17897.0,United Kingdom
500535,22029,SPACEBOY BIRTHDAY CARD,24,2010-03-08 14:27:00,0.42,12472.0,Germany
502333,22342,HOME GARLAND PAINTED ZINC ,96,2010-03-24 10:42:00,1.45,16077.0,United Kingdom
516467,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2010-07-20 14:59:00,9.95,,United Kingdom
502419,22059,CERAMIC STRWBERRY DESIGN MUG,2,2010-03-24 12:15:00,1.49,16300.0,United Kingdom
525564,21143,ANTIQUE GLASS HEART DECORATION ,12,2010-10-06 08:17:00,1.95,13055.0,United Kingdom
494666,21642,ASSORTED TUTTI FRUTTI PEN,24,2010-01-17 14:53:00,0.85,13869.0,United Kingdom
534383,21916,SET 12 RETRO WHITE CHALK STICKS,1,2010-11-22 12:53:00,0.42,14527.0,United Kingdom
494386,20762,GREEN FERN SKETCHBOOK ,2,2010-01-14 09:41:00,3.36,,United Kingdom
534030,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,2010-11-19 15:13:00,3.75,12721.0,France
525064,37482P,CUBIC MUG PINK POLKADOT,12,2010-10-03 14:23:00,2.55,13032.0,United Kingdom
507649,22355,"CHARLOTTE BAG , SUKI DESIGN",1,2010-05-10 15:52:00,0.0,,United Kingdom
504581,20886,BOX OF 9 PEBBLE CANDLES,6,2010-04-15 08:35:00,1.95,16631.0,United Kingdom
532570,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2010-11-12 13:34:00,8.5,16241.0,United Kingdom
501828,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2010-03-19 15:45:00,2.1,15218.0,United Kingdom
501578,21989,PACK OF 20 SKULL PAPER NAPKINS,96,2010-03-18 10:22:00,0.64,14258.0,United Kingdom
498443,22202,MILK PAN PINK RETROSPOT,1,2010-02-19 09:49:00,7.62,,United Kingdom
505173,21212,PACK OF 72 RETRO SPOT CAKE CASES,48,2010-04-20 12:58:00,0.55,12983.0,United Kingdom
509984,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2010-05-26 14:38:00,1.25,16458.0,United Kingdom
507281,22528,GARDENERS KNEELING PAD,24,2010-05-07 13:29:00,1.25,13089.0,United Kingdom
524014,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2010-09-27 09:55:00,0.85,16592.0,United Kingdom
504469,22072,RED RETROSPOT TEA CUP AND SAUCER ,40,2010-04-14 08:43:00,3.39,15890.0,United Kingdom
536377,22633,HAND WARMER UNION JACK,6,2010-12-01 09:34:00,1.85,17850.0,United Kingdom
513858,22423,REGENCY CAKESTAND 3 TIER,2,2010-06-29 11:30:00,12.75,13299.0,United Kingdom
502765,21172,PARTY METAL SIGN ,2,2010-03-26 14:01:00,1.45,17371.0,United Kingdom
530346,22121,NOEL WOODEN BLOCK LETTERS ,2,2010-11-02 15:42:00,5.95,14733.0,United Kingdom
520833,20727,LUNCH BAG  BLACK SKULL.,1,2010-08-31 12:41:00,4.21,,United Kingdom
489837,21817,GLITTER CHRISTMAS TREE,10,2009-12-02 14:21:00,0.85,14396.0,United Kingdom
521166,20725,LUNCH BAG RED SPOTTY,3,2010-09-02 14:52:00,1.65,17238.0,United Kingdom
518900,20685,DOORMAT RED SPOT,50,2010-08-12 14:11:00,6.35,15061.0,United Kingdom
497315,85227,SET/6 3D KIT CARDS FOR KIDS,1,2010-02-08 14:26:00,0.85,,United Kingdom
531791,22589,CARDHOLDER GINGHAM STAR,6,2010-11-09 15:11:00,2.55,14841.0,United Kingdom
494378,21905,MORE BUTTER METAL SIGN ,1,2010-01-13 17:03:00,1.66,,United Kingdom
511209,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-06-07 12:18:00,0.42,16719.0,United Kingdom
518142,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,2010-08-04 16:08:00,5.06,,United Kingdom
492226,84596J,MIXED NUTS LIGHT GREEN BOWL,1,2009-12-15 18:33:00,2.57,,United Kingdom
498780,22084,PAPER CHAIN KIT EMPIRE,1,2010-02-23 10:50:00,5.91,,United Kingdom
517043,20751,FUNKY WASHING UP GLOVES ASSORTED,12,2010-07-26 11:53:00,2.1,15615.0,United Kingdom
523659,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2010-09-23 13:54:00,4.25,18096.0,United Kingdom
504100,20725,LUNCH BAG RED SPOTTY,10,2010-04-09 14:38:00,1.65,13802.0,United Kingdom
498238,22494,EMERGENCY FIRST AID TIN ,1,2010-02-17 14:35:00,1.25,15768.0,United Kingdom
515025,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2010-07-08 10:07:00,2.1,15127.0,United Kingdom
515856,22607,damages,-70,2010-07-15 11:25:00,0.0,,United Kingdom
526564,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2010-10-12 11:39:00,2.55,16161.0,United Kingdom
498099,47591C,BLUE FAIRY CAKE CHILD'S APRON,10,2010-02-16 13:23:00,1.95,14466.0,United Kingdom
504593,22224,WHITE LOVEBIRD LANTERN,6,2010-04-15 10:43:00,2.95,13901.0,United Kingdom
531489,22945,CHRISTMAS METAL TAGS ASSORTED ,1,2010-11-08 15:02:00,11.02,,United Kingdom
529129,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2010-10-26 14:37:00,3.75,14963.0,United Kingdom
517726,22335,HEART DECORATION PAINTED ZINC ,15,2010-08-01 13:12:00,0.65,15716.0,United Kingdom
527071,22839,"CAKE TIN, 3 TIER MINT/IVORY",1,2010-10-14 14:11:00,14.95,16912.0,United Kingdom
532056,22276,WASH BAG VINTAGE ROSE PAISLEY,12,2010-11-10 14:27:00,2.55,12739.0,United Arab Emirates
492782,DCGS0058,MISO PRETTY  GUM,1,2009-12-18 17:06:00,0.83,,United Kingdom
490990,20750, RED/WHITE DOT MINI CASES,1,2009-12-08 17:10:00,7.95,14606.0,United Kingdom
527474,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,3,2010-10-18 11:25:00,3.75,17220.0,United Kingdom
530312,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,2010-11-02 13:27:00,8.5,16016.0,United Kingdom
494891,21843,RETRO SPOT CAKE STAND,3,2010-01-19 13:23:00,10.95,12733.0,USA
530925,22386,JUMBO BAG PINK POLKADOT,10,2010-11-04 16:50:00,1.95,16861.0,United Kingdom
503823,21154,RED SPOTTY OVEN GLOVE ,2,2010-04-07 14:59:00,2.51,,United Kingdom
522464,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-09-14 17:50:00,6.77,,United Kingdom
533880,22112,CHOCOLATE HOT WATER BOTTLE,24,2010-11-19 11:40:00,4.25,18259.0,United Kingdom
493761,21930,JUMBO STORAGE BAG SKULLS,100,2010-01-06 14:54:00,1.65,14258.0,United Kingdom
506246,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,24,2010-04-28 13:23:00,2.75,14194.0,United Kingdom
509929,84884A,ANT WHITE WIRE HEART SPIRAL,2,2010-05-26 12:32:00,3.95,14181.0,United Kingdom
531496,21135,VICTORIAN  METAL POSTCARD SPRING,24,2010-11-08 15:23:00,1.69,13738.0,United Kingdom
509207,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,1,2010-05-21 09:40:00,12.72,,United Kingdom
491935,21391,FRENCH EMROIDR LAVENDER SCENT HEART,6,2009-12-14 15:38:00,2.1,16125.0,United Kingdom
532299,22551,PLASTERS IN TIN SPACEBOY,1,2010-11-11 13:53:00,1.65,17954.0,United Kingdom
533339,21479,WHITE SKULL HOT WATER BOTTLE ,4,2010-11-16 18:20:00,3.75,14206.0,United Kingdom
519228,22434,BALLOON PUMP WITH 10 BALLOONS,16,2010-08-15 12:40:00,1.95,12583.0,France
501474,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,12,2010-03-16 16:45:00,2.95,17568.0,United Kingdom
498518,21731,RED TOADSTOOL LED NIGHT LIGHT,4,2010-02-19 12:48:00,1.65,15867.0,United Kingdom
508643,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2010-05-17 15:30:00,0.81,,United Kingdom
503253,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1,2010-03-31 10:41:00,1.49,16085.0,United Kingdom
515165,84986B,SET OF 36 SILVER PAPER DOILIES,6,2010-07-08 16:08:00,1.45,13564.0,United Kingdom
538071,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2,2010-12-09 14:09:00,1.66,,United Kingdom
506394,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2010-04-29 13:20:00,1.65,12349.0,Italy
502756,85099F,JUMBO BAG STRAWBERRY,10,2010-03-26 13:42:00,1.95,13931.0,United Kingdom
496681,22494,EMERGENCY FIRST AID TIN ,1,2010-02-03 12:59:00,1.25,,United Kingdom
514514,22483,RED GINGHAM TEDDY BEAR ,2,2010-07-04 13:59:00,2.95,15976.0,United Kingdom
502728,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6,2010-03-26 11:37:00,3.75,18188.0,United Kingdom
537193,22574,HEART WOODEN CHRISTMAS DECORATION,24,2010-12-05 13:49:00,0.85,15023.0,United Kingdom
525008,21239,PINK  POLKADOT CUP,32,2010-10-03 10:50:00,0.85,12557.0,Spain
522043,20723,STRAWBERRY CHARLOTTE BAG,1,2010-09-10 13:27:00,1.66,,United Kingdom
504064,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1,2010-04-09 12:33:00,0.85,17289.0,United Kingdom
493375,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,16,2009-12-23 12:07:00,1.65,15514.0,United Kingdom
503698,47556B,TEA TIME TEA TOWELS ,1,2010-04-06 13:30:00,2.95,15164.0,United Kingdom
493066,21731,RED TOADSTOOL LED NIGHT LIGHT,3,2009-12-21 17:14:00,1.65,,United Kingdom
517989,79000,MOROCCAN TEA GLASS,3,2010-08-03 15:29:00,1.69,,United Kingdom
494495,22210,WOOD STAMP SET BEST WISHES,1,2010-01-14 17:43:00,3.36,,United Kingdom
525882,22380,TOY TIDY SPACEBOY  ,2,2010-10-07 14:28:00,4.21,,United Kingdom
516467,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1,2010-07-20 14:59:00,3.75,,United Kingdom
494891,22210,WOOD STAMP SET BEST WISHES,2,2010-01-19 13:23:00,1.65,12733.0,USA
515420,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,2010-07-12 13:15:00,3.75,17365.0,United Kingdom
490745,21541,DINOSAURS WATER TRANSFER TATTOOS ,6,2009-12-07 18:02:00,1.7,,United Kingdom
491644,79000,MOROCCAN TEA GLASS,12,2009-12-11 16:48:00,0.85,17860.0,United Kingdom
531352,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,2,2010-11-07 13:45:00,3.75,13137.0,United Kingdom
511204,21620,S/4 ROSE    BOTANICAL  CANDLE,1,2010-06-07 12:17:00,3.75,15471.0,United Kingdom
506604,46000M,POLYESTER FILLER PAD 45x45cm,24,2010-04-30 15:23:00,1.55,13317.0,United Kingdom
531803,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,5,2010-11-09 16:01:00,0.42,14077.0,United Kingdom
500702,20685,DOOR MAT RED SPOT,10,2010-03-09 13:29:00,6.35,16210.0,United Kingdom
522457,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,2010-09-14 15:50:00,6.95,18136.0,United Kingdom
494795,21765,HANGING METAL BIRD BATH,1,2010-01-18 14:14:00,7.95,13110.0,United Kingdom
492303,84991,60 TEATIME FAIRY CAKE CASES,1,2009-12-16 11:57:00,1.3,,United Kingdom
492074,22029,SPACE BOY BIRTHDAY CARD,12,2009-12-15 13:12:00,0.42,12941.0,United Kingdom
532122,22834,HAND WARMER BABUSHKA DESIGN,12,2010-11-11 09:41:00,2.1,13590.0,United Kingdom
523659,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,3,2010-09-23 13:54:00,1.45,18096.0,United Kingdom
522904,22867,HAND WARMER BIRD DESIGN,3,2010-09-17 12:45:00,2.1,17765.0,United Kingdom
534289,48185,DOORMAT FAIRY CAKE,1,2010-11-22 11:25:00,14.43,,United Kingdom
537334,22175,PINK OWL SOFT TOY,2,2010-12-06 12:06:00,2.95,16719.0,United Kingdom
536876,22174,PHOTO CUBE,5,2010-12-03 11:36:00,3.36,,United Kingdom
501306,21987,PACK OF 6 SKULL PAPER CUPS,2,2010-03-15 17:29:00,1.66,,United Kingdom
511087,84971S,SMALL HEART FLOWERS HOOK ,23,2010-06-06 15:01:00,0.85,17682.0,United Kingdom
524014,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2010-09-27 09:55:00,0.85,16592.0,United Kingdom
499772,21984,PACK OF 12 PINK PAISLEY TISSUES ,2,2010-03-02 13:36:00,0.29,16960.0,United Kingdom
